"","scientific_name","body_mass","beak_peak_length","wing_length","tail_length","tarsus_length","clutch_num","egg_volume","nest_shape","nest_site","flock_status","migration_status","body_length_log"
"1154","Turdus pilaris",0.354464285714286,21,142.75,114,34,5.5,6578.45,"2","4","1","SWPV",5.63478960316925
"1155","Turdus iliacus",0.274834437086093,20.5,113.75,80,30,5.5,4601.22,"2","4","1","P",5.42274494492309
"1156","Turdus philomelos",0.287257019438445,22,115.5,86,30,5.5,5618.71,"2","3","1","S",5.44457987352629
"1157","Turdus mupinensis",0.305239179954442,19.5,117.5,98,36,4,8306.16,"2","3","0","RSW",5.39135223251523
"1158","Cochoa purpurea",0.333333333333333,18.25,141,104,28.5,3,9442.65,"2","3","0","R",5.56452040732269
"1159","Cochoa viridis",0.442238267148014,18.5,143.5,113.5,30,3,8903.07,"2","3","0,1","R",5.62401750618734
"1160","Zoothera monticola",NA,NA,NA,NA,NA,NA,NA,"","","","R",NA
"1161","Turdus unicolor",NA,NA,NA,NA,NA,NA,NA,"","","","R",NA
"1162","Zoothera aurea",0.468089285714286,NA,148.7,97.5,33.1,3.75,NA,"","","0","SPW",5.63478960316925
"1163","Zoothera griseiceps",0.370566037735849,NA,138.4,96.2,36.2,NA,NA,"","","","S",5.57972982598622
"1164","Zoothera salimalii",0.377692307692308,NA,138.4,96.2,36.2,NA,NA,"","","0","R",5.56068163101553
"1165","Turdus mandarinus",0.387755102040816,NA,146.6,105,35.7,5,NA,"2","4","1","RW",5.50125821054473
"1166","Turdus maximus",0.387755102040816,NA,151,126.5,36,5,NA,"2","4","0","R",5.50125821054473
"1167","Monticola saxatilis",0.290106951871658,18.5,112.5,62.75,26,5,6747.3,"2","1","1","SPV",5.23110861685459
"1168","Monticola gularis",0.199146514935989,16.5,96.5,67,24,6,3316.28,"2","1","0","SPV",5.16906253069077
"1169","Monticola rufiventris",0.234042553191489,20.25,115.5,100,26.75,3.5,6522.39,"2","1","1","RP",5.40829221975661
"1170","Monticola solitarius",0.253012048192771,20,115.75,83.25,28.25,4.5,6522.39,"2","1","","RSWV",5.33513133967075
"1171","Myophonus caeruleus",0.549918166939444,28.25,175.25,127,51.25,4,13756.23,"2","3","0","SWP",5.72194977861165
"1172","Myophonus insularis",0.494239631393346,26.975,159,129.05,53.125,3.5,12750,"2","1","0","R",5.66757942587703
"1173","Heteroxenicus stellatus",0.138461538461538,11.5,74.5,44.5,29,NA,1827.58,"2","3","","R",4.86753445045558
"1174","Brachypteryx hyperythra",0.127659574468085,11.5,64,42.5,27.5,3.3,2911.49,"2","3","0","R",4.76643833358421
"1175","Brachypteryx leucophris",0.120320855582802,13,60.25,38,26.75,3.5,3639.25,"2","4","0","R",4.8256435090138
"1176","Brachypteryx montana",0.144486692015209,12,65,50.75,29,3,2807.04,"2","4","0","R",4.87900685161782
"1177","Erithacus rubecula",0.1239092495637,12.25,69.75,68,26,5.5,4654.26,"2","1","0","RV",4.96459135559485
"1178","Larvivora akahige",0.113553113553114,12.5,74.75,52.75,28.5,5,2969.51,"2","1","0","WPV",4.91632461462501
"1179","Larvivora sibilans",0.109778597785978,12.25,69.75,52.5,24,5,2611.2,"1","4","0","RSPV",4.90897164031976
"1180","Luscinia megarhynchos",0.13262599469496,13.5,90.25,85,22.5,5,3091.78,"2","1","0","S",5.23909800688807
"1181","Calliope calliope",0.135,12.25,73,58,28.25,5,3075.97,"2","1","1","SWP",5.01063529409626
"1182","Calliope pectoralis",0.15625,12.5,68.5,59.5,30.75,4,2670.85,"2","1","0","S",4.969813299576
"1183","Luscinia svecica",0.118374558303887,12.25,70.5,55.75,26.75,5.5,2409.75,"2","1","1","SWP",4.95229971708329
"1184","Larvivora ruficeps",0.143939393939394,14.5,76,54.66666667,27.66666667,4,2670.85,"2","3","0","R",4.88280192258637
"1185","Calliope obscura",0.1284046692607,12,68,49.3,28.5,5,1823.17,"2","1","1","SP",4.85592890433527
"1186","Calliope pectardens",0.122743682310469,14,70,62.5,28.5,NA,2670.85,"2","3","0","SW",4.93087032562739
"1187","Larvivora brunnea",0.109181141491112,12.33333333,76,51.66666667,26.66666667,3.5,2295,"2","1","0","S",4.90032427303043
"1188","Larvivora cyane",0.116504854368932,11.5,70.75,48.75,25.25,5.5,2908.91,"2","1","","SWP",4.85787253954385
"1189","Tarsiger cyanurus",0.0992647058823529,10.25,75.25,59.5,22.25,5.5,1930.1,"2","1","0,1","SWP",4.91265488573605
"1190","Tarsiger chrysaeus",0.114851485148515,11.5,66.25,57.75,28.75,3.5,2383.84,"2","1","0","RSW",4.83826406815547
"1191","Tarsiger indicus",0.101398601398601,12.86666667,77.25,67,27.1,3.5,2180.25,"2","5","0","R",4.96284463025991
"1192","Tarsiger johnstoniae",0.114285714285714,10.8,72.05,58.5,27.65,3,2295,"2","5","0","R",4.89034912822175
"1193","Copsychus saularis",0.200992555831266,17.75,95.5,93.25,29.75,5,3551.37,"1","4","0","R",5.30578938138674
"1194","Kittacincla malabarica",0.121621621621622,19,87.75,136.75,27,4.5,2915.8,"1","4","0","R",5.48272008954582
"1195","Phoenicurus alaschanicus",0.121069182389937,10.375,85.5,77,22,2.7,2340.77,"2","3","","SW",5.06890420222023
"1196","Phoenicuropsis erythronotus",0.121019108280255,11,84.5,71,23.5,4.5,1813.08,"2","1","0","S",5.05624580534831
"1197","Phoenicuropsis coeruleocephala",0.110189573433604,11,79,64.25,21.33333333,4,2237.63,"2","1","0","S",4.94639302560487
"1198","Phoenicurus ochruros",0.138111888111888,10.75,82,65.25,23.25,5,2441.99,"1","3","0","SWPV",4.96284463025991
"1199","Phoenicurus phoenicurus",0.103448275862069,11.5,79,60,21.33333333,6.5,2409.75,"2","4","0","S",4.97673374242057
"1200","Phoenicurus hodgsoni",0.136986301369863,11,78.25,69,23,5,2872.32,"2","5","0,1","SW",4.98360662170834
"1201","Phoenicuropsis schisticeps",0.134228187919463,11.25,77.5,69,23.5,3.5,2611.2,"1","4","0","R",5.00394630594546
"1202","Phoenicurus auroreus",0.120840630472855,11.5,71.5,62.75,22.5,6.5,2611.2,"2","1","0","SWP",4.96109484853612
"1203","Phoenicurus erythrogastrus",0.154744525547445,11.925,102.5,76.75,24.5,4,1799.28,"2","1","1","SWP",5.14312447714233
"1204","Phoenicuropsis frontalis",0.117940199335548,11,84.5,71,23,3.5,2409.75,"1","1","0","VR",5.01396308418893
"1205","Chaimarrornis leucocephalus",0.196275071633238,13,93.75,78.75,31,3.5,3684.75,"1","1","1","RSW",5.16192474164248
"1206","Rhyacornis fuliginosa",0.166666666666667,10.5,73.5,51.25,23.25,4.5,2450.55,"1","1","0","R",4.83628190695148
"1207","Luscinia phoenicuroides",0.135014836795252,12.75,66.5,79,28.5,3,3537.36,"2","3","0","RW",5.12693574979242
"1208","Myiomela leucurum",0.151607963246554,14,90,71.25,26.5,3.5,4627.3,"1","3","0","R",5.09528276815654
"1209","Cinclidium frontale",0.179487179487179,14,84.75,81.33333333,38,3.5,3916.19,"2","1","0","R",5.27299955856375
"1210","Grandala coelicolor",0.239949748743719,13.55,142.25,86,27.25,2,6297.48,"2","1","1,2","R",5.29330482472449
"1211","Enicurus scouleri",0.138832997987928,11,74.25,49.5,23.5,3,2409.75,"2","5","0","R",4.82229566497674
"1212","Enicurus immaculatus",0.174573055028463,22.25,107,151.25,31.25,3.5,5508,"2","5","0","R",5.57405336798142
"1213","Enicurus schistaceus",0.149253731343284,16.75,96.25,125.25,28,3.5,3663.31,"2","1","0","R",5.38334761573261
"1214","Enicurus leschenaulti",0.172154280338664,22,107,151,31,3,3859.46,"2","1","","R",5.58255601722206
"1215","Enicurus maculatus",0.170957775489186,19.5,102.75,131.25,28.5,3.5,4296.24,"2","1","0","R",5.49203210717143
"1216","Saxicola insignis",0.142372881355932,10.66666667,83.525,58.225,26.75,5,2741.76,"2","1","1","P",4.99382817577987
"1217","Saxicola maurus",0.134874759152216,10.25,67.5,49.75,21.75,6.5,1799.28,"2","1","0","RSWP",4.865609522046
"1218","Saxicola caprata",0.116981132075472,10,65.25,53.5,21,4,2391.3,"2","1","0","R",4.88658264542628
"1219","Saxicola jerdoni",0.0903225806451613,11.5,67,70.25,22.66666667,3.5,1697.93,"2","3","1","R",5.04342511691925
"1220","Saxicola ferreus",0.113207547169811,10.5,64,61,21.5,4.5,2180.25,"2","1","0,1","RSP",4.88658264542628
"1221","Oenanthe oenanthe",0.174295774647887,13.75,93.75,56.75,28,5.5,2604.79,"1","1","0","SV",4.95582705760126
"1222","Oenanthe picata",0.135294117647059,16,92,67,21,5.5,2482.27,"1","1","0","R",5.13579843705026
"1223","Oenanthe pleschanka",0.11404958677686,13,88.5,65,22.5,5,3131.89,"1","1","0","R",5.01893409691095
"1224","Oenanthe deserti",0.147959183673469,13.75,93.25,62.75,25.75,5,2382.75,"1","1","0","RV",4.99043258677874
"1225","Oenanthe isabellina",0.172025723472669,14.5,95.75,71.5,23.5,5.5,4718.96,"1","1","0","SV",5.04664573161929
"1226","Cyornis brunneatus",0.104602510503055,13.5,80,57.66666667,15.75,2,1764.23,"2","3","0","S",5.07099844361414
"1227","Muscicapa striata",0.104761904761905,16,87.5,66.5,18.5,4.5,1881.91,"2","3","0","SPV",5.05942545826569
"1228","Muscicapa griseisticta",0.133333333307692,9,83.25,48.5,13.5,4.5,1749.3,"2","4","0","SP",4.86753445045558
"1229","Muscicapa sibirica",0.0956022944550669,8.75,76.25,52.75,13,4.5,1485.21,"2","4","0","SWP",4.87328710294503
"1230","Muscicapa dauurica",0.0933609958506224,10.625,68.75,52,13.25,5,1759.3,"2","4","1","SWP",4.79164975293071
"1231","Muscicapa muttui",0.110169491525424,13.16666667,72.5,52.25,14.33333333,4,1510.66,"1","4","0","SPV",4.77068462446567
"1232","Muscicapa ferruginea",0.101293103448276,9.75,69.75,47.75,12.75,3,1908.51,"2","4","0","SWP",4.75359019110636
"1233","Ficedula zanthopygia",0.098159509202454,10.375,69.5,47.25,16.75,5.5,1654.47,"1","4","0","SPV",4.80606812835498
"1234","Ficedula narcissina",0.0982318271119843,10.825,70.125,52.5,16.125,4,2065.5,"1","4","0","WP",4.84615365543063
"1235","Ficedula elisae",0.0982318271119843,10.825,70.125,52.5,16.125,3.9,1764.23,"2","4","","SPW",4.84615365543063
"1236","Ficedula mugimaki",0.111570247933884,7.625,71,50.75,15.625,6,1654.47,"2","4","1","SWP",4.79579054559674
"1237","Ficedula sordida",0.0963855421686747,8.5,75,61,16.75,5,2203.2,"2","1","1","SV",4.82430571590476
